,Questions,Category0,Category1,Category2
1404,When were fish first believed to be found on earth ?,NUMERIC,NUM,date
1405,"What President 's favorite Biblical quotation was : `` Come now , and let us reason together '' .",HUMAN,HUM,ind
1406,How many elevators do you ride to reach the top floor of the Empire State Building ?,NUMERIC,NUM,count
1407,Name the food company that traveled to Soviet Georgia to film a series of ads .,HUMAN,HUM,gr
1408,What country was Sir Edmund Hillary born in ?,LOCATION,LOC,country
1409,What 's an infant seal called ?,ENTITY,ENTY,animal
1410,"What was the proper Laugh-In respones to : `` Say goodnight , Dick '' ?",DESCRIPTION,DESC,desc
1411,What city was John F. Kennedy nominated for president in ?,LOCATION,LOC,city
1412,How long does a dog sleep ?,NUMERIC,NUM,period
1413,What 1963 Joseph L. Mankiewicz film cost $28 million ?,ENTITY,ENTY,cremat
1414,What Japanese electronics company was named for a coastal city northeast of Tokyo ?,HUMAN,HUM,gr
1415,What can you be fined for having a dog on a beach ?,NUMERIC,NUM,money
1416,Where did the Battle of the Bulge take place ?,LOCATION,LOC,other
1417,How much will the California be in the year 2000 ?,NUMERIC,NUM,count
1418,"What mystery writer penned `` ...the glory that was Greece , and the grandeur that was Rome '' ?",HUMAN,HUM,ind
1419,What state full of milk and honey was the destination in The Grapes of Wrath ?,LOCATION,LOC,state
1420,What is the tallest building in Japan ?,LOCATION,LOC,other
1421,Where is Sinn Fein 's headquarters ?,LOCATION,LOC,other
1422,Name Li 'l Abner 's favorite Indian drink .,ENTITY,ENTY,food
1423,What are some important events of the 1830 's ?,ENTITY,ENTY,event
1424,The Iraqis launched their attack on Kuwait on what day ?,NUMERIC,NUM,date
1425,What letter adorns the flag of Rwanda ?,ENTITY,ENTY,letter
1426,"What did 8 , CD NNS VBP TO VB NNP POS NN .",ENTITY,ENTY,other
1427,What is God ?,DESCRIPTION,DESC,def
1428,What country 's northernmost city is Darwin ?,LOCATION,LOC,country
1429,"What sound does Olympia , Washington , overlook ?",LOCATION,LOC,other
1430,What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?,ENTITY,ENTY,cremat
1431,What Kentucky city calls itself The Horse Center of America ?,LOCATION,LOC,city
1432,How many penny-farthings are there on a Trivial Pursuit game board ?,NUMERIC,NUM,count
1433,What 's the most abundant element in the sun ?,ENTITY,ENTY,substance
1434,"What European country boasts the city of Furth , found where the rivers Rednitz and Pegnitz converge ?",LOCATION,LOC,country
1435,What U.S. state is Dixville Notch in ?,LOCATION,LOC,state
1436,"Where was the Cisalpine Republic , 1797-185 , ?",LOCATION,LOC,other
1437,What is the largest shopping mall in the world ?,LOCATION,LOC,other
1438,What is the protagonist 's name in Dostoevski 's `` The Idiot '' ?,HUMAN,HUM,ind
1439,What penalty space lies between Baltic Avenue and Reading Railroad on a Monopoly board ?,ENTITY,ENTY,other
1440,What presidential press secretary dismissed Watergate as a third-rate burglary attempt ?,HUMAN,HUM,ind
1441,What is a meerkat ?,DESCRIPTION,DESC,def
1442,Who was Jean Nicolet ?,HUMAN,HUM,desc
1443,What kind of animal was Winnie the Pooh ?,ENTITY,ENTY,animal
1444,Which of these are authors ?,HUMAN,HUM,ind
1445,What 's the international radio code word for the letter B ?,ENTITY,ENTY,word
1446,Who was the original Humpty Dumpty ?,HUMAN,HUM,ind
1447,What is cache memory ?,DESCRIPTION,DESC,def
1448,Aspartame is also known as what ?,ENTITY,ENTY,termeq
1449,Where is the location of the Orange Bowl ?,LOCATION,LOC,other
1450,When is President Nixon 's birthday ?,NUMERIC,NUM,date
1451,"What is the origin of the midwest slang , ` you 're darn tootin ' ?",DESCRIPTION,DESC,desc
1452,Whose cupboard was bare ?,HUMAN,HUM,ind
1453,What are the seven seas ?,LOCATION,LOC,other
1454,What does IBM stand for ?,ABBREVIATION,ABBR,exp
1455,What is the difference between jazz and blues ?,DESCRIPTION,DESC,desc
1456,What is the C programming language ?,DESCRIPTION,DESC,def
1457,What 's the name of Popeye 's adopted son ?,HUMAN,HUM,ind
1458,Who invented the vacuum cleaner ?,HUMAN,HUM,ind
1459,What is a ` borrow pit ' ?,DESCRIPTION,DESC,def
1460,What 2th-century fictional character attends Pencey Prep School ?,HUMAN,HUM,ind
1461,How many people in the USA say their number one source of information is the newspaper ?,NUMERIC,NUM,count
1462,"Who does Shakespeare 's Antonio borrow 3 , 0 ducats from ?",HUMAN,HUM,ind
1463,Which country is known as `` Big Bear '' ?,LOCATION,LOC,country
1464,"What `` melts in your mouth , not in your hands '' .",ENTITY,ENTY,food
1465,How many times a day should you take a prescription marked `` q.i.d . '' ?,NUMERIC,NUM,count
1466,What is the origin of the atom ?,DESCRIPTION,DESC,desc
1467,Who is the Voyager project manager ?,HUMAN,HUM,ind
1468,Which radio stations air the Jim Bohannon Radio Talk Show ?,HUMAN,HUM,gr
1469,What two commanders directed the forces in the Battle of El Alamein ?,HUMAN,HUM,ind
1470,Name the creator of `` The Muppets '' .,HUMAN,HUM,ind
1471,How do I e-mail someone at aol.com from yahoo.com ?,DESCRIPTION,DESC,manner
1472,Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?,HUMAN,HUM,ind
1473,What is the meaning of the name Ella ?,DESCRIPTION,DESC,def
1474,What 's the home of the Rockettes ?,LOCATION,LOC,other
1475,"Where can I find all the information I need to know about the English Civil War , 1642-1649 , ?",LOCATION,LOC,other
1476,What is the name of the firm that makes Spumante ?,HUMAN,HUM,gr
1477,What sport is played on the largest field ?,ENTITY,ENTY,sport
1478,Who won the 1967 Academy Award for Best Actor ?,HUMAN,HUM,ind
1479,What is after death ?,ENTITY,ENTY,other
1480,Name the first private citizen to fly in space .,HUMAN,HUM,ind
1481,What was football star Elroy Hirsch 's nickname ?,HUMAN,HUM,ind
1482,What singer sings `` Oh Boy '' ?,HUMAN,HUM,ind
1483,How much pizza do Americans eat in a day ?,NUMERIC,NUM,count
1484,What is the website for the USA journal ?,LOCATION,LOC,other
1485,What army 's motto is Blood and Fire ?,HUMAN,HUM,gr
1486,What kind of patent did Ermal Fraze get in 1963 ?,ENTITY,ENTY,other
1487,What are you hearing when you put a seashell to your ear ?,DESCRIPTION,DESC,desc
1488,Why are haunted houses popular ?,DESCRIPTION,DESC,reason
1489,Which gender has bigger thighs ?,ENTITY,ENTY,other
1490,What U.S. state has the second-longest coastline ?,LOCATION,LOC,state
1491,What state 's home to the Buffalo Bill Historical Center ?,LOCATION,LOC,state
1492,How fast do cheetahs run ?,NUMERIC,NUM,speed
1493,What is Ray Bradbury 's illustrated man illustrated with ?,ENTITY,ENTY,other
1494,How fast is a 45Mhz processor ?,NUMERIC,NUM,speed
1495,"What kind of puzzle first appeared in the U.S. in the New York World on December 21 , 1913 ?",ENTITY,ENTY,other
1496,What count did Alexandre Dumas write about ?,HUMAN,HUM,ind
1497,What are the odds of giving birth to twins ?,NUMERIC,NUM,perc
1498,What is the largest natural lake in Pennsylvania ?,LOCATION,LOC,other
1499,How far is London UK from California ?,NUMERIC,NUM,dist
1500,Name the two mystical ravens Odin has at his command .,ENTITY,ENTY,animal
1501,What was the species of Winnie the Pooh ?,ENTITY,ENTY,animal
1502,What is the virus HIV ?,DESCRIPTION,DESC,def
1503,How many years old is Benny Carter ?,NUMERIC,NUM,count
1504,What Hermann Hesse book gave its name to a rock group ?,ENTITY,ENTY,cremat
1505,Where does the Santa Fe Trail begin and end ?,LOCATION,LOC,other
1506,What book is the follow-up to Future Shock ?,ENTITY,ENTY,cremat
1507,What African animals are known as The Big Five ?,ENTITY,ENTY,animal
1508,What is the alphabet for Latin ?,ENTITY,ENTY,letter
1509,What is the fear of frogs ?,ENTITY,ENTY,dismed
1510,Which city in Canada is the least-populated ?,LOCATION,LOC,city
1511,How old is Stevie Wonder ?,NUMERIC,NUM,period
1512,Who was the first Taiwanese President ?,HUMAN,HUM,ind
1513,Who is Luke Skywalker 's father ?,HUMAN,HUM,ind
1514,What does a dipsomaniac crave ?,ENTITY,ENTY,other
1515,What is the definition of the term `` weapons system '' ?,DESCRIPTION,DESC,def
1516,What are Christopher Marlowe 's and Shakespeare 's literary contributions to English literature ?,DESCRIPTION,DESC,desc
1517,What is Nero Wolfe 's favorite drink during office hours ?,ENTITY,ENTY,food
1518,What is the first personal computer company ?,HUMAN,HUM,gr
1519,What is the most efficient way to start a barbeque ?,ENTITY,ENTY,techmeth
1520,Who was Jane Goodall ?,HUMAN,HUM,desc
1521,Why are there Braille things on the ATM machines that people drive through ?,DESCRIPTION,DESC,reason
1522,Where is the Isle of Man ?,LOCATION,LOC,other
1523,What book did Aaron Hass write ?,ENTITY,ENTY,cremat
1524,What was the death toll at the eruption of Mount Pinatubo ?,NUMERIC,NUM,other
1525,When will the millennium officially begin ?,NUMERIC,NUM,date
1526,"Who created the comic strip , `` Garfield '' ?",HUMAN,HUM,ind
1527,Which Vietnamese terrorist is now a UN delegate in Doonesbury ?,HUMAN,HUM,ind
1528,What is real time processing ?,DESCRIPTION,DESC,def
1529,What do we call the imaginary line along the top of the Rocky Mountains ?,LOCATION,LOC,other
1530,What country 's capital is Lagos ?,LOCATION,LOC,country
1531,Where does Ray Bradbury 's Chronicles take place ?,LOCATION,LOC,other
1532,Who is the current prime minister and president of Russia ?,HUMAN,HUM,ind
1533,Who established a Viking colony in Greenland about 985 ?,HUMAN,HUM,ind
1534,What was the distinguishing mark on the `` Little Rascals '' dog ?,ENTITY,ENTY,symbol
1535,"What is the latitude and longitude of El Paso , Texas ?",NUMERIC,NUM,other
1536,Where can I get information about cystic fibrosis ?,LOCATION,LOC,other
1537,Where did Honecker rule ?,LOCATION,LOC,other
1538,What is the theory of equivalence states ?,DESCRIPTION,DESC,def
1539,What does a philatelist collect ?,ENTITY,ENTY,other
1540,What is the life span of the average monkey ?,NUMERIC,NUM,period
1541,How many member states are in the UN ?,NUMERIC,NUM,count
1542,Who shot and killed himself while painting Wheatfield with Crows ?,HUMAN,HUM,ind
1543,What will happen when sodium is put in water ?,DESCRIPTION,DESC,desc
1544,What 's the meaning of UOL ?,DESCRIPTION,DESC,def
1545,What future President became Senate majority whip under Harry Truman ?,HUMAN,HUM,ind
1546,Who was the architect of Central Park ?,HUMAN,HUM,ind
1547,Which operating system runs on IBM-compatible machines ?,ENTITY,ENTY,product
1548,What are the dimensions of an ice hockey goal ?,NUMERIC,NUM,dist
1549,When was CNN 's first broadcast ?,NUMERIC,NUM,date
1550,What are the signs of a country going into a recession ?,ENTITY,ENTY,symbol
1551,What is the circumorbital hematoma ?,DESCRIPTION,DESC,def
1552,What African country is governed from Ouagadougou ?,LOCATION,LOC,country
1553,What was the Christian name of the title character in Our Miss Brooks ?,HUMAN,HUM,ind
1554,What hard-of hearing artist painted Sunflowers ?,HUMAN,HUM,ind
1555,Who were the Yankee 's frequent enemies ?,HUMAN,HUM,gr
1556,Who wrote Sons and Lovers ?,HUMAN,HUM,ind
1557,What is the English translation for the word `` caliente '' ?,ENTITY,ENTY,termeq
1558,What handicraft requires you to interlace your warp and weft ?,ENTITY,ENTY,techmeth
1559,What French seaport claims to be The Home of Wines ?,LOCATION,LOC,city
1560,How long does it take sunlight to reach Earth ?,NUMERIC,NUM,period
1561,How many milliseconds in a second ?,NUMERIC,NUM,count
1562,What Cherokee Indian gave his name to a tree ?,HUMAN,HUM,ind
1563,When were camcorders introduced in Malaysia ?,NUMERIC,NUM,date
1564,What is the chance of conceiving quadruplets ?,NUMERIC,NUM,perc
1565,Who was the star of Leave It to Beaver ?,HUMAN,HUM,ind
1566,What countries have the largest armed forces in the world ?,LOCATION,LOC,country
1567,What was William F. Cody 's better-known name ?,HUMAN,HUM,ind
1568,How do I increase my biceps ' size ?,DESCRIPTION,DESC,manner
1569,Who did Richard Nixon tender his resignation to ?,HUMAN,HUM,ind
1570,Who was Thucydides ?,HUMAN,HUM,desc
1571,How is the element strontium purified ?,DESCRIPTION,DESC,manner
1572,Which of the following rock 'n roll stars has a `` star '' on Hollywood Boulevard ?,HUMAN,HUM,ind
1573,What are tonsils for ?,DESCRIPTION,DESC,reason
1574,"What molecules include fluorine , sodium and magnesium ?",ENTITY,ENTY,substance
1575,What was the name of the ball game played by the mayans ?,ENTITY,ENTY,sport
1576,What was the sequel to The Moon 's Balloon ?,ENTITY,ENTY,cremat
1577,What is the exchange rate for Australian to American money ?,NUMERIC,NUM,money
1578,What is the origin of the word ` posh ' ?,DESCRIPTION,DESC,desc
1579,How can anyone tell if a female had sexual intercourse ?,DESCRIPTION,DESC,manner
1580,How many states did Richard Nixon carry in 1972 ?,NUMERIC,NUM,count
1581,What basketball maneuver did Bert Loomis invent ?,ENTITY,ENTY,techmeth
1582,What is a good book to read for people who hate to read ?,ENTITY,ENTY,cremat
1583,How many shillings more than 2 were there in a guinea ?,NUMERIC,NUM,count
1584,What does a tarantula eat ?,ENTITY,ENTY,food
1585,What are the three secondary colors ?,ENTITY,ENTY,color
1586,What does the name `` Sabrina '' mean ?,DESCRIPTION,DESC,def
1587,Who took over as conductor of the Boston Pops after Arthur Fiedler 's long reign ?,HUMAN,HUM,ind
1588,What were the trials called which followed World War II ?,ENTITY,ENTY,event
1589,What is hebephrenia ?,DESCRIPTION,DESC,def
1590,What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?,HUMAN,HUM,ind
1591,What famous events have happened on March 27 ?,ENTITY,ENTY,event
1592,Which company claimed to be `` the world 's biggest toy store '' ?,HUMAN,HUM,gr
1593,What brand number graces the black label of a bottle of Jack Daniel 's ?,NUMERIC,NUM,other
1594,What do I call the sons and daughters of my first cousins ?,ENTITY,ENTY,termeq
1595,What were the causes of the Civil War ?,DESCRIPTION,DESC,reason
1596,What are Maid-Rites ?,DESCRIPTION,DESC,def
1597,What city is terrorized by Dracula in The Night Stalker ?,LOCATION,LOC,city
1598,How can you prevent it ?,DESCRIPTION,DESC,manner
1599,What do the names Andrew and Christina mean ?,DESCRIPTION,DESC,def
1600,What chocolate bar created by Frank Mars and his wife is often called a Milky Way with peanuts ?,ENTITY,ENTY,food
1601,Who is the fastest guitarist ?,HUMAN,HUM,ind
1602,What do camels store in their humps ?,ENTITY,ENTY,other
1603,What is the name of the second space shuttle ?,ENTITY,ENTY,veh
1604,What is the best hospital for orthopedics in the country ?,LOCATION,LOC,other
1605,What are perfect tenses ?,DESCRIPTION,DESC,def
1606,What is commonly considered the fifth sense ?,DESCRIPTION,DESC,def
1607,What was another name for East Germany ?,ENTITY,ENTY,termeq
1608,What 's the second-biggest-selling magazine in America ?,ENTITY,ENTY,cremat
1609,Who betrayed Norway to the Nazis ?,HUMAN,HUM,ind
1610,Who took the toys donated for the Doodyville Orphans ' Fund and kept them for himself ?,HUMAN,HUM,ind
1611,What is a bourdon tube ?,DESCRIPTION,DESC,def
1612,What kind of a sports team is the Wisconsin Badgers ?,ENTITY,ENTY,sport
1613,Who were the Picts ?,HUMAN,HUM,ind
1614,"What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?",DESCRIPTION,DESC,desc
1615,What is film noir ?,DESCRIPTION,DESC,def
1616,Who is stationed at Camp Swampy in the comic strips ?,HUMAN,HUM,ind
1617,In what year did China and the Republic of Korea establish diplomatic relations ?,NUMERIC,NUM,date
1618,What causes tuberculosis ?,DESCRIPTION,DESC,reason
1619,How tall is the giraffe ?,NUMERIC,NUM,dist
1620,What actor dressed up as Santa Claus and had a once-a-year affair with actress Shelley Winters every Christmas for many years ?,HUMAN,HUM,ind
1621,What animal was the heat-seeking missile called the Sidewinder named for ?,ENTITY,ENTY,animal
1622,How long did it take Stanley to find Livingstone ?,NUMERIC,NUM,period
